,SynsetTerms
13918,"self-seeking, self-interest, opportunism, expedience,"
13919,"drive,"
13920,"action,"
13921,"initiative, go-ahead, enterprisingness, enterprise,"
13922,"ambitiousness, ambition,"
13923,"status seeking, power hunger,"
13924,"push, get-up-and-go, energy,"
13925,"second wind,"
13926,"aggressiveness,"
13927,"fight, competitiveness,"
13928,"militancy, militance, combativeness,"
13929,"scrappiness,"
13930,"officiousness, meddlesomeness, intrusiveness,"
13931,"nerve, face, cheek, brass, boldness,"
13932,"audacity, audaciousness,"
13933,"presumptuousness, presumption, effrontery, assumption,"
13934,"uppityness, uppishness,"
13935,"fairness, equity,"
13936,"unfairness, inequity,"
13937,"kindness,"
13938,"benevolence,"
13939,"beneficence,"
13940,"grace of god, grace, free grace,"
13941,"graciousness, benignity, benignancy,"
13942,"loving-kindness,"
13943,"thoughtfulness, consideration, considerateness,"
13944,"kindliness, helpfulness,"
13945,"tactfulness, tact,"
13946,"finesse, discreetness, diplomacy, delicacy,"
13947,"savoir-faire, address,"
13948,"malice, malevolency, malevolence,"
13949,"spitefulness, spite, nastiness, cattiness, bitchiness,"
13950,"malignity, malignancy, malignance,"
13951,"sensitivity, sensitiveness,"
13952,"defensiveness,"
13953,"bunker mentality,"
13954,"perceptiveness,"
13955,"insensitivity, insensitiveness,"
13956,"crassness, crassitude,"
13957,"tin ear,"
13958,"unfeelingness, insensibility, hardness, callousness, callosity,"
13959,"dullness,"
13960,"unperceptiveness,"
13961,"unkindness,"
13962,"harshness, cruelty, cruelness,"
13963,"meanness, beastliness,"
13964,"unhelpfulness,"
13965,"thoughtlessness, inconsideration, inconsiderateness,"
13966,"tactlessness,"
13967,"bluntness,"
13968,"mischief, maleficence, balefulness,"
13969,"morality,"
13970,"rightness,"
13971,"virtuousness, virtue, moral excellence,"
13972,"virtue,"
13973,"cardinal virtue,"
13974,"natural virtue,"
13975,"hope,"
13976,"saintliness,"
13977,"conscience,"
13978,"conscientiousness,"
13979,"religiousness,"
13980,"unconscientiousness,"
13981,"goodness, good,"
13982,"summum bonum,"
13983,"virtue, sexual morality, chastity,"
13984,"justness, justice,"
13985,"rightfulness, right,"
13986,"immorality,"
13987,"putrefaction, depravity, depravation, degeneracy, corruption,"
13988,"infection,"
13989,"corruptibility,"
13990,"wantonness, licentiousness,"
13991,"anomy, anomie,"
13992,"wrongness,"
13993,"evilness, evil,"
13994,"worst,"
13995,"wickedness, vileness, ugliness, nefariousness,"
13996,"enormity,"
13997,"reprehensibility,"
13998,"villainy, villainousness,"
13999,"perversity, perverseness,"
14000,"wrongdoing, error,"
14001,"vice, frailty,"
14002,"corruptness, corruption,"
14003,"unjustness, injustice,"
14004,"wrongfulness, wrong,"
14005,"amorality,"
14006,"divinity,"
14007,"sanctity, sanctitude, holiness,"
14008,"sacredness,"
14009,"ideality,"
14010,"unholiness,"
14011,"unsanctification, profaneness,"
14012,"sacrilegiousness,"
14013,"safeness,"
14014,"dangerousness,"
14015,"precariousness,"
14016,"curableness, curability,"
14017,"incurableness, incurability,"
14018,"courageousness, courage, bravery, braveness,"
14019,"spunk, nerve, mettle, heart,"
14020,"valour, valorousness, valor, valiancy, valiance, heroism, gallantry,"
14021,"intrepidity, dauntlessness,"
14022,"dutch courage,"
14023,"stoutheartedness,"
14024,"fearlessness,"
14025,"nervelessness, coolness,"
14026,"hardiness, hardihood, daring, boldness,"
14027,"venturesomeness, adventurousness,"
14028,"daredeviltry, daredevilry,"
14029,"temerity, audacity, audaciousness,"
14030,"shamelessness, brazenness,"
14031,"pluckiness, pluck, gutsiness,"
14032,"cowardliness, cowardice,"
14033,"cravenness,"
14034,"faintness, faintheartedness,"
14035,"fearfulness,"
14036,"timorousness, timidity,"
14037,"pusillanimousness, pusillanimity,"
14038,"poltroonery,"
14039,"dastardliness,"
14040,"gutlessness,"
14041,"resolve, resolution, resoluteness, firmness of purpose, firmness,"
14042,"willpower, will power, self-will, self-possession, self-control, self-command, possession,"
14043,"nerves,"
14044,"steadiness,"
14045,"presence of mind,"
14046,"stiffness,"
14047,"impenitency, impenitence,"
14048,"intransigency, intransigence,"
14049,"single-mindedness,"
14050,"unyieldingness, obduracy, adamance,"
14051,"decisiveness, decision,"
14052,"purpose, determination,"
14053,"tenacity, tenaciousness, pertinacity, persistency, persistence, perseverance, doggedness,"
14054,"tirelessness, indefatigableness, indefatigability,"
14055,"steadfastness,"
14056,"industry, industriousness, diligence,"
14057,"concentration, assiduousness, assiduity,"
14058,"intentness, engrossment,"
14059,"singleness,"
14060,"sedulousness, sedulity,"
14061,"studiousness,"
14062,"bookishness,"
14063,"irresolution, irresoluteness,"
14064,"volatility, unpredictability,"
14065,"indecisiveness, indecision,"
14066,"sincerity,"
14067,"sooth,"
14068,"wholeheartedness, heartiness,"
14069,"straightforwardness, singleness,"
14070,"insincerity, hollowness, falseness,"
14071,"hypocrisy,"
14072,"sanctimony, sanctimoniousness,"
14073,"unctuousness, unction, smarminess, oleaginousness, oiliness, fulsomeness,"
14074,"honourableness, honorableness,"
14075,"honour, honor,"
14076,"scrupulousness,"
14077,"venerableness, venerability,"
14078,"integrity,"
14079,"probity,"
14080,"incorruptness, incorruption,"
14081,"incorruptibility,"
14082,"nobleness, nobility, magnanimousness, grandeur,"
14083,"noble-mindedness, idealism, high-mindedness,"
14084,"sublimity,"
14085,"respectability, reputability,"
14086,"decency,"
14087,"honesty, honestness,"
14088,"frankness, forthrightness, directness, candour, candor, candidness,"
14089,"straightness, good faith,"
14090,"truthfulness,"
14091,"veracity,"
14092,"ingenuousness,"
14093,"artlessness,"
14094,"parental quality,"
14095,"motherliness, maternity, maternalism, maternal quality,"
14096,"paternal quality, fatherliness,"
14097,"dishonourableness, dishonorableness,"
14098,"ignobleness, ignobility,"
14099,"dishonour, dishonor,"
14100,"unscrupulousness,"
14101,"sleaziness,"
14102,"unrespectability, disreputableness, disreputability,"
14103,"dishonesty,"
14104,"obliquity, deceptiveness,"
14105,"speciousness, meretriciousness,"
14106,"fraudulence, deceit,"
14107,"deviousness, crookedness,"
14108,"trickiness, slipperiness, shiftiness, rascality,"
14109,"thievishness, larcenous,"
14110,"untruthfulness,"
14111,"mendacity,"
14112,"disingenuousness,"
14113,"guile, deceitfulness, craftiness,"
14114,"artfulness,"
14115,"cunning,"
14116,"fidelity, faithfulness,"
14117,"constancy,"
14118,"dedication,"
14119,"trueness, loyalty,"
14120,"steadfastness, staunchness,"
14121,"patriotism, nationalism,"
14122,"ultranationalism, superpatriotism, jingoism, chauvinism,"
14123,"unfaithfulness, infidelity,"
14124,"inconstancy, fickleness, falseness, faithlessness,"
14125,"disloyalty,"
14126,"treason, traitorousness, subversiveness,"
14127,"betrayal,"
14128,"treachery, perfidy, perfidiousness,"
14129,"insidiousness,"
14130,"worldliness, sophistication, mundanity, mundaneness,"
14131,"naivety, naivete, naiveness,"
14132,"naturalness, innocence, ingenuousness, artlessness,"
14133,"innocency,"
14134,"gullibility, credulousness,"
14135,"simplicity, simpleness, simple mindedness,"
14136,"discipline,"
14137,"self-discipline, self-denial,"
14138,"nonindulgence, austerity, asceticism,"
14139,"monasticism,"
14140,"eremitism,"
14141,"abstinence, abstention,"
14142,"continency, continence,"
14143,"temperateness, self-restraint,"
14144,"stiff upper lip,"
14145,"temperance, moderation,"
14146,"inhibition,"
14147,"tabu, taboo,"
14148,"undiscipline, indiscipline,"
14149,"self-indulgence, indulgence,"
14150,"self-gratification, incontinence, dissoluteness,"
14151,"rakishness,"
14152,"unrestraint,"
14153,"intemperance,"
14154,"wantonness, unconstraint, abandon,"
14155,"looseness,"
14156,"rabidness, rabidity, madness,"
14157,"piggishness, hoggishness, greediness,"
14158,"voracity, voraciousness, rapacity, rapaciousness, esurience, edacity,"
14159,"pride,"
14160,"civic spirit, civic pride,"
14161,"self-worth, self-respect, self-regard, dignity,"
14162,"vanity, conceitedness, conceit,"
14163,"vainglory, boastfulness,"
14164,"swelled head, self-importance, egotism,"
14165,"posturing,"
14166,"superiority complex,"
14167,"lordliness, high-handedness, hauteur, haughtiness, arrogance,"
14168,"superciliousness, disdainfulness, condescension,"
14169,"hubris,"
14170,"overbearingness, imperiousness, domineeringness,"
14171,"superiority,"
14172,"snobbism, snobbishness, snobbery,"
14173,"exclusiveness, cliquishness, clannishness,"
14174,"humility, humbleness,"
14175,"subduedness, meekness,"
14176,"spinelessness,"
14177,"wiseness, wisdom,"
14178,"sagacity, sagaciousness, judiciousness,"
14179,"knowledgeableness, knowledgeability, initiation,"
14180,"statesmanship, statecraft, diplomacy,"
14181,"discretion, discernment,"
14182,"circumspection, caution,"
14183,"unwiseness, foolishness, folly,"
14184,"injudiciousness, indiscretion,"
14185,"silliness, fatuousness, fatuity, absurdity,"
14186,"asininity,"
14187,"objectivity, objectiveness,"
14188,"prudence,"
14189,"providence,"
14190,"foresightfulness, foresightedness, foresight,"
14191,"frugalness, frugality,"
14192,"thrift, penny-pinching, parsimony, parsimoniousness,"
14193,"imprudence,"
14194,"rashness, mindlessness, heedlessness,"
14195,"lightheadedness,"
14196,"shortsightedness, improvidence,"
14197,"profligacy, prodigality, extravagance,"
14198,"wastefulness, waste, thriftlessness,"
14199,"trustingness, trustfulness, trust,"
14200,"credulity,"
14201,"overcredulity,"
14202,"mistrust, distrustfulness, distrust,"
14203,"suspiciousness, suspicion,"
14204,"cleanliness,"
14205,"fastidiousness,"
14206,"tidiness, neatness,"
14207,"uncleanliness,"
14208,"slovenliness,"
14209,"sluttishness, slatternliness,"
14210,"squeamishness,"
14211,"untidiness, messiness,"
14212,"disorderliness, disarray,"
14213,"swashbuckling,"
14214,"propriety, properness, correctitude,"
14215,"decorum, decorousness,"
14216,"correctness,"
14217,"impeccability, faultlessness,"
14218,"primness, priggishness,"
14219,"reserve, modesty,"
14220,"demureness,"
14221,"seemliness, grace,"
14222,"becomingness,"
14223,"decency,"
14224,"modesty, modestness,"
14225,"prudishness, prudery, primness, grundyism,"
14226,"impropriety, improperness,"
14227,"incorrectness,"
14228,"political incorrectness,"
14229,"wrongness, inappropriateness,"
14230,"indelicacy,"
14231,"spiciness, ribaldry, raciness, gaminess,"
14232,"indecorum, indecorousness,"
14233,"unseemliness,"
14234,"unbecomingness,"
14235,"indecency,"
14236,"immodesty,"
14237,"outrageousness, enormity,"
14238,"salacity, salaciousness, obscenity, lewdness, bawdiness,"
14239,"smuttiness, dirtiness,"
14240,"equanimity, composure, calmness, calm,"
14241,"sang-froid, poise, cool, assuredness, aplomb,"
14242,"tranquillity, tranquility, serenity, repose, quiet, placidity,"
14243,"ataraxia,"
14244,"discomposure,"
14245,"uneasiness, unease, disquiet,"
14246,"perturbation, fluster,"
14247,"tractableness, tractability, flexibility,"
14248,"manageableness, manageability,"
14249,"docility,"
14250,"tameness, domestication,"
14251,"cooperativeness, amenableness, amenability,"
14252,"obedience,"
14253,"subservience, servility, obsequiousness,"
14254,"sycophancy,"
14255,"passivity, passiveness,"
14256,"subordination,"
14257,"intractableness, intractability,"
14258,"unmanageableness, refractoriness, recalcitrancy, recalcitrance,"
14259,"wildness,"
14260,"rebelliousness, defiance,"
14261,"insubordination,"
14262,"obstreperousness,"
14263,"willfulness, wilfulness, unruliness, fractiousness,"
14264,"stubbornness, obstinance, obstinacy, mulishness,"
14265,"perversity, perverseness, contrariness,"
14266,"orneriness, cussedness,"
14267,"disobedience,"
14268,"roguishness, rascality, prankishness,"
14269,"wildness,"
14270,"personal manner, manner,"
14271,"presence, mien, comportment, bearing,"
14272,"bedside manner,"
14273,"lordliness, gravitas, dignity,"
14274,"foppishness, dandyism,"
14275,"softness, mildness, gentleness,"
14276,"formalness, formality,"
14277,"ceremoniousness,"
14278,"stateliness,"
14279,"informality,"
14280,"familiarity, casualness,"
14281,"unceremoniousness,"
14282,"good manners, courtesy,"
14283,"politeness, niceness,"
14284,"urbanity,"
14285,"suavity, suaveness, smoothness, blandness,"
14286,"graciousness,"
14287,"politesse, gallantry, chivalry,"
14288,"respectfulness, respect, deference,"
14289,"civility,"
14290,"rudeness, discourtesy,"
14291,"boorishness,"
14292,"impoliteness,"
14293,"ill-breeding, bad manners,"
14294,"ungraciousness,"
14295,"gaucheness, crudity, crudeness,"
14296,"incivility,"
14297,"shortness, gruffness, curtness, brusqueness, abruptness,"
14298,"disrespect, contempt,"
14299,"insolence, impudence, impertinence, gall, freshness, crust, cheekiness,"
14300,"straightness, directness,"
14301,"straightforwardness, downrightness,"
14302,"indirectness,"
14303,"allusiveness,"
14304,"mediateness, mediacy,"
14305,"obliqueness, deviousness,"
14306,"discursiveness,"
14307,"robustness,"
14308,"rurality, ruralism,"
14309,"streak,"
14310,"training, education, breeding,"
14311,"hybrid vigor, heterosis,"
14312,"antiquity, ancientness,"
14313,"quaintness,"
14314,"vintage, time of origin,"
14315,"hoariness,"
14316,"brand-newness,"
14317,"freshness,"
14318,"crispness,"
14319,"senility,"
14320,"staleness,"
14321,"mustiness, must, moldiness,"
14322,"youthfulness, youth, juvenility,"
14323,"high renaissance,"
14324,"treatment,"
14325,"drape,"
14326,"fit,"
14327,"fast lane,"
14328,"free living,"
14329,"vanity fair,"
14330,"touch, signature,"
14331,"sliminess,"
14332,"thinness,"
14333,"hardness,"
14334,"hardness,"
14335,"firmness,"
14336,"softness,"
14337,"incompressibility,"
14338,"fluffiness, featheriness, downiness,"
14339,"limpness, flaccidity, flabbiness,"
14340,"pulpiness, mushiness,"
14341,"crispness, crispiness, brittleness,"
14342,"friability, crumbliness,"
14343,"flakiness,"
14344,"unbreakableness,"
14345,"impermeableness, impermeability,"
14346,"retentivity, retentiveness, retention,"
14347,"imperviousness, impenetrability,"
14348,"propensity, aptness,"
14349,"mordacity,"
14350,"proneness,"
14351,"tendency, inclination,"
14352,"buoyancy,"
14353,"thirstiness, thirst, hungriness, hunger,"
14354,"greed,"
14355,"possessiveness,"
14356,"acquisitiveness,"
14357,"smoothness,"
14358,"sleekness, silkiness,"
14359,"slipperiness, slip, slickness, slick,"
14360,"soapiness,"
14361,"powderiness, fineness,"
14362,"roughness, raggedness,"
14363,"tweediness, nubbiness, coarseness,"
14364,"granularity, graininess, coarseness,"
14365,"thorniness, spininess, prickliness, bristliness,"
14366,"sleekness,"
14367,"texture,"
14368,"marbleizing, marbleization, marbleising, marbleisation,"
14369,"cloudlessness,"
14370,"brightness,"
14371,"sparkle, scintillation, glitter, glister, glisten,"
14372,"twinkle, sparkle, spark, light,"
14373,"shine, refulgency, refulgence, radiancy, radiance, effulgence,"
14374,"splendour, splendor, lustre, luster, brilliancy,"
14375,"dullness,"
14376,"subduedness, dimness,"
14377,"matte, matt, mat, lustrelessness, lusterlessness, flatness,"
14378,"softness,"
14379,"mellowness,"
14380,"achromia,"
14381,"tone, tint, tincture, shade,"
14382,"achromatic colour, achromatic color,"
14383,"inkiness, blackness, black,"
14384,"soot black, sable, pitch black, jet black, ebony, coal black,"
14385,"whiteness, white,"
14386,"chalk,"
14387,"greyness, grey, grayness, gray,"
14388,"tattletale grey, tattletale gray,"
14389,"redness, red,"
14390,"carmine, cardinal,"
14391,"dark red,"
14392,"burgundy,"
14393,"oxblood red,"
14394,"yellowness, yellow,"
14395,"canary yellow, canary,"
14396,"brownish yellow,"
14397,"old gold,"
14398,"olive green, olive-green,"
14399,"cyan,"
14400,"navy blue, navy, dark blue,"
